text,index,subset,tlabel
a creaky staircase gothic . ,309,train,1
"though its story is only surface deep , the visuals and enveloping sounds of blue crush make this surprisingly decent flick worth a summertime look-see . ",310,train,1
"it's like rocky and bullwinkle on speed , but that's neither completely enlightening , nor does it catch the intensity of the movie's strangeness . ",311,train,1
"maybe it is formula filmmaking , but there's nothing wrong with that if the film is well-crafted and this one is . ",312,train,1
"broomfield is energized by volletta wallace's maternal fury , her fearlessness , and because of that , his film crackles . ",313,train,1
"the film is . . . determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation . ",314,train,1
[reno] delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion . ,315,train,1
it's refreshing to see a girl-power movie that doesn't feel it has to prove anything . ,316,train,1
"a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience . ",317,train,1
"in addition to hoffman's powerful acting clinic , this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday . ",318,train,1
"even if it pushes its agenda too forcefully , this remains a film about something , one that attempts and often achieves a level of connection and concern . ",319,train,1
fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense . ,320,train,1
"one of the finest , most humane and important holocaust movies ever made . ",321,train,1
"a distinguished and thoughtful film , marked by acute writing and a host of splendid performances . ",322,train,1
"godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence . ",323,train,1
splendidly illustrates the ability of the human spirit to overcome adversity . ,324,train,1
the hypnotic imagery and fragmentary tale explore the connections between place and personal identity . ,325,train,1
"like kissing jessica stein , amy's orgasm has a key strength in its willingness to explore its principal characters with honesty , insight and humor . ",326,train,1
"this cheery , down-to-earth film is warm with the cozy feeling of relaxing around old friends . ",327,train,1
one of the very best movies ever made about the life of moviemaking . ,328,train,1
"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography . ",329,train,1
a fleet-footed and pleasingly upbeat family diversion . ,330,train,1
"irwin is so earnest that it's hard to resist his pleas to spare wildlife and respect their environs . there are far worse messages to teach a young audience , which will probably be perfectly happy with the sloppy slapstick comedy . ",331,train,1
"this is mostly well-constructed fluff , which is all it seems intended to be . ",332,train,1
"while this gentle and affecting melodrama will have luvvies in raptures , it's far too slight and introspective to appeal to anything wider than a niche audience . ",333,train,1
"a stirring , funny and finally transporting re-imagining of beauty and the beast and 1930s horror films",334,train,1
"a film of epic scale with an intimate feeling , a saga of the ups and downs of friendships . ",335,train,1
a good documentary can make interesting a subject you thought would leave you cold . a case in point : doug pray's scratch . ,336,train,1
"fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm . ",337,train,1
"if you can get past the taboo subject matter , it will be well worth your time . ",338,train,1
a film of quiet power . ,339,train,1
there are moments of hilarity to be had . ,340,train,1
"neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula . ",341,train,1
