label-coarse,label-fine,text
0,0,b'How can I register my website in Yahoo for free ?'
0,7,b'What does the word affiant mean ?'
0,0,b'How do you clean badly tarnished brass ?'
5,11,b'What eastern state sprouted the first commercial nuclear power plant in the U.S. ?'
0,0,b'How do clouds form ?'
1,29,b'What type of exercise burns the most calories ?'
1,20,b'What is the former name of Zimbabwe ?'
4,13,b'How many people died on D-Day ?'
3,5,b'Which police department made the all-time biggest cocaine bust in Ventura County ?'
1,14,b'What were first used by John L. Sullivan and James J. Corbett in 1892 ?'
4,43,b'Where does the U.S. rank among world countries in area ?'
0,7,b'What is an annotated bibliography ?'
1,19,"b""What color is `` ash '' ?"""
5,14,b'Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?'
0,9,"b""In the song `` Yankee Doodle , '' why did Yankee Doodle stick a feather in his cap and call it macaroni ?"""
5,14,"b'Where is it planned to berth the merchant ship , Lane Victory , which Merchant Marine veterans are converting into a floating museum ?'"
0,7,b'What is the Hub of London ?'
4,8,b'When was the Hoover Dam constructed ?'
3,4,b'Who sells Viagra ?'
3,4,b'Who is always trying to get the rent from Andy Capp ?'
0,0,b'How do you get to the top of the Eiffel Tower ?'
5,18,b'What country was the setting of You Only Live Twice ?'
5,18,b'What bordering country is due north of Costa Rica ?'
1,30,b'What kind of flowers does detective Nero Wolfe raise ?'
3,5,b'What company makes impulse hardening equipment ?'
5,14,"b'What former royal palace has served as a granary , prison , arsenal , leper colony , mint , telegraph station and whorehouse before becoming an art museum ?'"
3,4,b'Who was the Russian ambassador to Hungary during the 1956 uprising ?'
5,11,b'What New England state carries the telephone area code 27 ?'
1,23,b'What chemicals are used in lethal injection ?'
1,1,"b""What was Hitler 's favorite movie ?"""
0,7,b'What is the hair style called that new military recruits receive ?'
4,27,b'How old is Stevie Wonder ?'
0,7,b'What is Shalom ?'
5,18,b'What country would you visit to ski in the Dolomites ?'
5,11,b'What states do not have state income tax ?'
1,28,b'What are fingernails made of ?'
5,21,b'What is the capital of Uruguay ?'
4,8,b'When did Israel begin turning the Gaza Strip and Jericho over to the PLO ?'
1,14,"b'What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?'"
1,2,b'What is the only animal that can turn its stomach inside out ?'
0,12,"b""What are the words to `` My Way '' written by Paul Anka ?"""
0,0,b'How do you identify prime numbers ?'
3,4,b'Who is section manager for guidance and control systems at JPL ?'
3,4,"b""What actor said in A Day at the Races : `` Either he 's dead or my watch has stopped '' ?"""
4,27,b'What is the time it takes a typist to type a screenplay that is 100 pages long ?'
5,14,b'What is the oldest website on the Internet ?'
0,12,b'What are the requirements for becoming a citizen of Australia ?'
4,8,b'When is the Tulip Festival in Michigan ?'
3,6,"b""What is Nicholas Cage 's occupation ?"""
1,1,b'What Leon Uris novel dealt with the Russian capture of Berlin ?'
3,5,b'Name the various super-teams to which the Angel has belonged .'
0,12,"b""What 's the motto of the Boy Scouts ?"""
0,7,b'What was the filling in the first golf balls ?'
3,4,b'Who was the first doctor to successfully transplant a liver ?'
2,34,b'What is the correct way to abbreviate cc. at the bottom of a business letter ?'
3,5,b'What hockey team did Wayne Gretzky play for ?'
3,4,b'What Mexican leader was shot dead in 1923 ?'
5,14,b'What erupts every hour at Yellowstone National Park ?'
5,21,"b""What city 's theatrical district has been dubbed The Roaring Forties ?"""
5,14,b'Where is the Kalahari desert ?'
0,7,"b""What is `` alternative '' anymore ?"""
0,9,b'What makes sperm ?'
3,5,b'What businesses in Alaska were affected by the Exxon Valdez oil spill ?'
5,14,b'What is the largest county in size in Massachusetts ?'
4,8,"b""What is President Nixon 's birthdate ?"""
4,25,"b""How much money are Dumbo 's ears insured for ?"""
1,2,b'What animal migrates the farthest ?'
1,29,"b'What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees ?'"
2,3,b'What does IBM stand for ?'
1,23,b'What is a fear of parasites ?'
4,32,b'How big is our galaxy in diameter ?'
1,20,b'What does Final Four refer to in the sports world ?'
1,14,b'What are you caught in if a haboob blows up ?'
1,23,b'What is a fear of being alone ?'
0,7,b'What is the Lost Colony ?'
1,2,"b""What was the name of Roy Rogers 's dog ?"""
4,13,b'How many pins are used in skittles ?'
1,17,b'What cocktail do you concoct with whisky and sweet vermouth ?'
1,14,"b""What 's the highest possible bid in Contract Bridge ?"""
5,14,b'What strait links the Mediterranean Sea and the Atlantic Ocean ?'
0,9,b'What caused an adjournment of the 25th anniversary session of the United Nations General Assembly ?'
1,2,b'What kind of animal is Babar ?'
1,14,"b'In AD 999 , what sort of celebrations , fears , were there ?'"
5,14,"b'What is the address for the main government office in Rome , Italy ?'"
5,24,"b""What Rocky Mountain ridge separates North America 's eastward and westward-flowing rivers ?"""
3,4,"b""Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?"""
1,2,b'Name a tiger that is extinct .'
4,13,b'How many Canadians emmigrate each year ?'
4,8,"b""What month 's third weekend is the Monterey Jazz Festival held on ?"""
5,14,b'Where does the opera singer Ileana Cotrubas come from ?'
3,4,b'What count did Alexandre Dumas write about ?'
1,44,b'Name the vessel used by the Atari Force in the DC comics .'
0,0,b'How do I find out what cities are in a certain area code ?'
4,13,b'How many questions are on this thing ?'
5,14,b'Where was Richard Nixon when Gerald Ford became president ?'
0,7,b'What is a hyperlink ?'
1,14,b'What did Jack exchange with the butcher for a handful of beans ?'
3,4,"b""What was Mao , the Chinese leader 's , full name ?"""
4,8,b'When do MORMONS believe Christ was born ?'
4,8,b'In what year did Ireland elect its first woman president ?'
0,12,b'What will a compass do in outer space ?'
5,21,b'What city is terrorized by Dracula in The Night Stalker ?'
1,1,b'What document did President Andrew Johnson want a copy of placed under his head upon his burial ?'
5,11,b'What is the leading pecan and peanut growing state ?'
1,23,b'Name a medicine commonly used to combat AIDS ?'
1,17,b'What do you get by mixing gin and vermouth ?'
3,4,b'Who was The Pride of the Yankees ?'
1,31,"b""What does the method called `` cold fusion '' create ?"""
3,4,b'Name the first Russian astronaut to do a spacewalk .'
3,5,b'Who made the first airplane that could fly ?'
1,14,b'What are the components of polyester ?'
1,16,b'What Caribbean cult did Marcus Garvey originate ?'
0,7,b'What is deconstructionism ?'
4,13,b'How many acres in a mile ?'
1,1,"b""What movie tour of the Roman empire features the admonition : `` Row well and live '' ?"""
3,4,b'Which of the following was Rhodes Scholar ?'
3,4,b'Who founded the modern theory of probability ?'
0,7,b'What is Australia Day ?'
0,7,b'What do the figures represent on the Easter Island ?'
3,4,"b""Who said , `` I shall return . '' during World War Two ?"""
0,7,"b""What is `` snoogans '' ?"""
5,18,b'What country has the highest arson rate ?'
1,23,b'What is a fear of worms ?'
5,14,b'What is the longest river in the United States ?'
1,29,b'What game is fatal to anybody over 21 ?'
3,4,b'Who was the only U.S. President to wear a Nazi uniform ?'
3,4,b'What king was forced to agree to the Magna Carta ?'
5,11,b'What state in the U.S. has the most blacks ?'
0,12,"b""What did n't Rocky Marciano do in his pro boxing career ?"""
4,8,b'When did CNN go on the air ?'
0,9,"b""Why is Microsoft 's Windows 3 software so successful ?"""
3,4,b'Which of the following men was not married to Rita Hayworth ?'
4,41,b'How hot should the oven be when baking Peachy Oat Muffins ?'
3,4,"b""Who gave us the `` Rolling Writer '' ?"""
4,13,b'How many millimeters are in a mile ?'
5,14,b'Where did the name Daniel originate ?'
4,41,b'What is the temperature today ?'
0,7,b'What is hydrogen ?'
1,19,"b""What color is the cross on Switzerland 's flag ?"""
1,15,b'What letter adorns the flag of Rwanda ?'
1,1,b'What comic strip sometimes features a mailman named Beasley ?'
3,5,b'Name the university of which Woodrow Wilson was president .'
3,4,b'Name a female figure skater .'
4,8,b'In what year did Hitler gain power of Germany ?'
1,20,b'What was the eighth day following the Nones in each month of the Roman calendar called ?'
4,13,b'How many syllables are there in a line of hendecasyllabic poetry ?'
0,0,b'How does the chain of command work inside an US army Apache helicopter ?'
1,14,"b""What 's approaching when a cyclist shouts : `` Oil '' ?"""
5,14,b'Where are 8 of the 10 highest mountains in the world ?'
4,14,"b""What was Einstein 's IQ ?"""
3,4,"b'Which U.S. President is buried in Washington , D.C. ?'"
1,28,b'What kind of substance is dextropropoxyphen napsylate ?'
5,18,b'What country was General Douglas McArthur in when he was recalled by President Truman ?'
4,25,b'How much will gas be taxed in California by the year 2000 ?'
0,12,b'What will happen when sodium is put in water ?'
0,9,b'What causes headaches ?'
3,4,b'Who comprised the now-defunct comic book team known as the Champions ?'
0,0,b'How do they raise the cranes when building high-rise buildings ?'
3,5,"b'When the Tutankhamun exhibit was on display in the U.S. , what moving company transported it ?'"
3,4,b'Who succeeded Nikita Khrushchev as first secretary of the Communist Party ?'
3,4,b'What one of the Backstreet Boys are single ?'
0,9,"b""Why does it say on children 's cough syrup not to drive while using this medication ?"""
5,18,"b""Which country is Australia 's largest export market ?"""
1,1,b'Jude Law was in what movie ?'
0,12,"b""What is the origin of `` jiggy '' as in getting jiggy with it ?"""
1,10,"b""What started in 1849 when gold was discovered at Sutter 's Mill ?"""
4,27,b'How long would it take for a $ savings bond to mature ?'
0,12,"b""In Waugh 's `` A Handful of Dust , '' what does the mad old man force the hero to do every afternoon ?"""
0,7,b'What does gringo mean ?'
1,23,b'What is the name of the medical condition in which a baby is born without a brain ?'
1,31,b'What are common methods used to regulate monopolies ?'
3,5,b'What Indian tribe is F Troop perpetually doing battle with ?'
5,14,b'Where can I find the history of the Taiwanese language ?'
4,27,b'How old is the Italian artist Maurizio Pellegrin ?'
4,8,b'When was the Battle of Hastings ?'
0,7,b'What is graduate school ?'
4,8,b'When was Queen Victoria born ?'
4,13,b'How many votes in Congress dissented from the 1941 declaration of war with Japan ?'
5,14,b'What mountainous region of the world is the Lhasa Apso dog native to ?'
3,4,b'What was the role of the Medieval Guild ?'
1,14,b'What is the shape of a football as stated in the NFL rulebook ?'
0,9,b'Colin Powell is famous for what ?'
1,23,b'What is a common anti-AIDS drug ?'
0,0,b'How do I legally make my own will and testament ?'
0,0,b'How do chickens have baby chicks ?'
3,4,"b""What is Jimmy Olsen 's full name ?"""
1,17,"b'What drink is made up of rum , coconut milk and pineapple ?'"
0,7,"b""What is a ` borrow pit ' ?"""
3,4,b'What character did Tex Avery first create upon arriving at MGM ?'
5,14,b'Where are the Union Stockyards ?'
5,14,"b""Where can I find scientific data , `` research papers , '' on textile engineering ?"""
0,7,b'What is diabetes ?'
4,13,b'How many furlongs are there in a mile-and-a-quarter recetrack ?'
0,7,b'What is a drought ?'
1,23,b'What is a fear of punishment ?'
1,1,b'What Shakespearean play featured Shylock ?'
1,23,b'What is a fear of ruin ?'
0,0,b'How can I easily remove red wine stains from t-shirts ?'
5,11,b'What U.S. state is Dixville Notch in ?'
3,4,"b'Who killed more people , Hitler or Stalin ?'"
5,21,b'What are the 10 largest cities in the US ?'
1,19,"b""What 's the most popular contact lens color ?"""
3,4,b'Who was the first English circumnavigator of the globe ?'
1,1,"b'What was the name of the television show , starring Karl Madsen , that had San Francisco in the title ?'"
1,20,"b""What 's another name for aspartame ?"""
4,8,b'When did Nostradamus believe World War III would begin ?'
0,0,b'How do websites like Yahoo and Excite make money ?'
1,14,b'What are the wolverine habits ?'
0,0,b'How do they get Teflon to stick to the pan ?'
1,37,"b""What 's the official language of Algeria ?"""
1,1,"b""What Shakespeare play opens with the line : `` Now is the winter of our discontent.. . '' ?"""
1,36,b'What English word has the most letters ?'
0,7,b'What are hook worms ?'
0,12,b'What are people doing to help prevent the extinction of birds ?'
1,1,b'What 1964 film introduced the song My Kind of Town ?'
0,7,b'What is literary criticism ?'
3,5,"b""What stereo manufacturer is `` Slightly ahead of its time '' ?"""
5,14,b'Where did George of the Jungle live ?'
1,1,b'What TV show did John Sebastian sing the theme for ?'
2,3,b'What is DEET ?'
3,4,"b""What famous coach said `` if you can 't beat 'em in the alley , you can 't beat 'em on the ice '' ?"""
1,2,b'What was the name of the orca that died of a fungal infection ?'
4,13,b'How many Americans fought for the British in the American Revolution ?'
4,13,b'How much pizza do Americans eat in a day ?'
3,4,"b""Who says , `` If you don 't look good , we don 't look good '' ?"""
0,9,b'What causes canker sores in the mouth ?'
5,14,b'Where did Ty Cobb grow up ?'
4,13,b'How many thousands of students attend the University of Massachusetts ?'
